id,gender,masterCategory,subCategory,articleType,baseColour,productDisplayName,Unnamed: 7,imageURL
3864,Men,Apparel,Topwear,Tshirts,White,Wrangler Men's Rodeo Sketch White T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3864.jpg
3865,Men,Apparel,Topwear,Tshirts,Grey,Wrangler Men's Wild Spirit Striper Charcoal T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3865.jpg
3866,Men,Apparel,Topwear,Tshirts,Peach,Wrangler Men's Wild Spirit Striper Peach T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3866.jpg
3867,Men,Apparel,Topwear,Tshirts,Brown,Wrangler Men's Saddle Up Rust T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3867.jpg
3868,Men,Apparel,Topwear,Tshirts,White,Wrangler Men's Cowboy Photo White T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3868.jpg
3869,Men,Apparel,Topwear,Tshirts,Blue,Wrangler Men's Cowboy Photo Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3869.jpg
3870,Men,Apparel,Topwear,Tshirts,White,Wrangler Men's Poster Print Slub Offwhite T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3870.jpg
3871,Men,Apparel,Topwear,Tshirts,Brown,Wrangler Men's Poster Print Slub Brown T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3871.jpg
3872,Men,Apparel,Topwear,Tshirts,Blue,Wrangler Men's Poster Print Slub Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3872.jpg
3873,Men,Apparel,Topwear,Tshirts,Blue,Wrangler Men's Quality Gurtd Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3873.jpg
3874,Men,Apparel,Topwear,Tshirts,Blue,Wrangler Men's Trademark Washed Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3874.jpg
3875,Men,Apparel,Topwear,Tshirts,Grey,Wrangler Men's Trademark Washed Grey T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3875.jpg
3876,Men,Apparel,Topwear,Tshirts,Black,Wrangler Men's Greensboro Raw Edge Black T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3876.jpg
3877,Men,Apparel,Topwear,Tshirts,Black,Wrangler Men's Twill Applique Charcoal T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3877.jpg
3878,Men,Apparel,Topwear,Tshirts,Black,Wrangler Men's Reverse Print Charcoal T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3878.jpg
3879,Men,Apparel,Topwear,Tshirts,Blue,Wrangler Men's Concert Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3879.jpg
3880,Men,Apparel,Topwear,Tshirts,Grey,Wrangler Men's Burnt Out Grey T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3880.jpg
3881,Men,Apparel,Topwear,Tshirts,Navy Blue,Wrangler Men's Wrangler Flag Navy T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3881.jpg
3882,Men,Apparel,Topwear,Tshirts,Green,Wrangler Men's University Broad Stripe Polo Green T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3882.jpg
3883,Men,Apparel,Topwear,Tshirts,Navy Blue,Wrangler Men's Star Flag Pring Navy T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3883.jpg
3884,Men,Apparel,Topwear,Tshirts,Grey,Wrangler Men's Star Flag Print Grey Melange T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3884.jpg
3885,Men,Apparel,Topwear,Tshirts,Yellow,Wrangler Men's 1947 Light Weight Yellow T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3885.jpg
3886,Men,Apparel,Topwear,Tshirts,Blue,Wrangler Men's 1947 Light Weight Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3886.jpg
3887,Men,Apparel,Topwear,Tshirts,Red,Wrangler Men's Pride To Ride Washed Red T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3887.jpg
3888,Men,Apparel,Topwear,Tshirts,Grey,Wrangler Men's Racing Big Print Grey T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3888.jpg
3889,Men,Apparel,Topwear,Tshirts,Red,Wrangler Men's Racing Big Print Red T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3889.jpg
3890,Men,Apparel,Topwear,Tshirts,White,Wrangler Men's Motel Color Block White Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3890.jpg
3891,Men,Apparel,Topwear,Tshirts,White,Wrangler Men's Born Free Eagle Offwhite T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3891.jpg
3892,Girls,Apparel,Topwear,Tshirts,Pink,Disney Kids Girl's Pink Minnie Top With Green Bow Kidswear,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3892.jpg
3893,Girls,Apparel,Topwear,Tshirts,Green,Disney Kids Girl's Green Minnie Top With Pink Bow Kidswear,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3893.jpg
3894,Girls,Apparel,Topwear,Tshirts,Pink,Disney Kids Girl's Pink Minnie With Green Lace Kidswear,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3894.jpg
3895,Girls,Apparel,Topwear,Tshirts,White,Disney Kids Girl's White Minnie With Pink Lace Kidswear,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3895.jpg
3896,Girls,Apparel,Bottomwear,Skirts,Blue,Disney Kids Girl's Denim Minnie Dark Blue Skirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3896.jpg
3897,Girls,Apparel,Topwear,Tshirts,White,Disney Kids Girl's Pooh And Hearts White Kidswear,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3897.jpg
3898,Girls,Apparel,Topwear,Tshirts,Pink,Disney Kids Girl's Pink Pooh And Tree Kidswear,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3898.jpg
3899,Girls,Apparel,Topwear,Tshirts,White,Disney Kids Girl's Pooh And Tree White Kidswear,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3899.jpg
3900,Women,Apparel,Topwear,Tshirts,Pink,Disney Kids Girl Pooh Pink And White Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3900.jpg
3901,Girls,Apparel,Bottomwear,Skirts,Blue,Disney Kids Girl's Pooh Denim Blue Skirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3901.jpg
3902,Girls,Apparel,Topwear,Tshirts,Pink,Disney Kids Girl's Minnie And Daisy Pink Kidswear,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3902.jpg
3903,Girls,Apparel,Topwear,Tshirts,Yellow,Disney Kids Girl's Minnie And Daisy Yellow Kidswear,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3903.jpg
3904,Girls,Apparel,Topwear,Tshirts,White,Disney Kids Girl's Red And White Minnie Flower Kidswear,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3904.jpg
3906,Women,Apparel,Bottomwear,Track Pants,Black,Urban Yoga Women's Fitted Yoga Black Track Pant,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3906.jpg
3907,Women,Apparel,Bottomwear,Track Pants,Cream,Urban Yoga Women's Fitted Yoga Cream Track Pant,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3907.jpg
3908,Women,Apparel,Bottomwear,Track Pants,Blue,Urban Yoga Women's Fitted Yoga Blue Track Pant,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3908.jpg
3909,Women,Apparel,Bottomwear,Capris,Red,Urban Yoga Women Yoga Red Capri,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3909.jpg
3910,Women,Apparel,Bottomwear,Capris,Green,Urban Yoga Women Yoga Green Capri,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3910.jpg
3911,Women,Apparel,Bottomwear,Capris,Navy Blue,Urban Yoga Women Yoga Navy Capri,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3911.jpg
3912,Women,Apparel,Bottomwear,Capris,Grey,Urban Yoga Women Yoga Grey Capri,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3912.jpg
3913,Men,Apparel,Topwear,Tshirts,White,Urban Yoga Men's Hush White T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3913.jpg
3914,Men,Apparel,Topwear,Tshirts,Black,Urban Yoga Men's Mind Body Soul Black T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3914.jpg
3915,Men,Apparel,Topwear,Tshirts,Red,Urban Yoga Men's Suryanamaskar Red T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3915.jpg
3916,Men,Apparel,Topwear,Tshirts,Grey,Urban Yoga Men's Breathe Grey T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3916.jpg
3917,Men,Apparel,Bottomwear,Track Pants,Grey,Urban Yoga Men's Yoga Grey Track Pant,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3917.jpg
3918,Men,Apparel,Bottomwear,Track Pants,Grey,Urban Yoga Men Grey  Bottom Yoga Pants,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3918.jpg
3919,Men,Apparel,Bottomwear,Track Pants,Black,Urban Yoga Men's Yoga Black Track Pant,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3919.jpg
3920,Men,Apparel,Bottomwear,Track Pants,Beige,Urban Yoga Men's Yoga Beige Track Pant,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3920.jpg
3921,Men,Apparel,Bottomwear,Track Pants,Black,Urban Yoga Men's Bottom Black Track Pant,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3921.jpg
3922,Men,Apparel,Bottomwear,Track Pants,Grey,Urban Yoga Men Bottom Grey Melange Yoga Pants,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3922.jpg
3923,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Urban Yoga Men's Yoga Navy Track Pant,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3923.jpg
3925,Men,Apparel,Topwear,Tshirts,Orange,Wrangler Men's Wanderer's Dream Orange T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3925.jpg
3926,Men,Apparel,Topwear,Tshirts,Blue,Wrangler Men's Wanderer's Dream Sky T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3926.jpg
3927,Men,Apparel,Topwear,Tshirts,White,Wrangler Men's True Rider White T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3927.jpg
3928,Women,Apparel,Topwear,Tshirts,Yellow,Jealous 21 Women Yellow Cat T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3928.jpg
3929,Women,Apparel,Topwear,Tshirts,Peach,Jealous 21 Women's Peach Trendy T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3929.jpg
3930,Women,Apparel,Topwear,Tshirts,Green,Jealous 21 Women's Green Owl T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3930.jpg
3931,Women,Apparel,Topwear,Tshirts,Black,Jealous 21 Women's Black Butterfly T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3931.jpg
3932,Women,Apparel,Topwear,Tshirts,White,Jealous 21 Women's White Black T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3932.jpg
3933,Women,Apparel,Topwear,Tshirts,Blue,Jealous 21 Womens Blue Rose & Butterfly T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3933.jpg
3934,Women,Apparel,Topwear,Tshirts,Pink,Jealous 21 Women's Print Pink T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3934.jpg
3935,Women,Apparel,Topwear,Tshirts,Yellow,Jealous 21 Women's Yellow Miss T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3935.jpg
3936,Women,Apparel,Topwear,Tshirts,Black,Jealous 21 Women's Black Miss T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3936.jpg
3937,Women,Apparel,Topwear,Tshirts,Pink,Jealous 21 Women's Pink Miss T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3937.jpg
3938,Women,Apparel,Topwear,Tshirts,White,Jealous 21 Women's White Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3938.jpg
3939,Women,Apparel,Topwear,Tshirts,Purple,Jealous 21 Women's Lavender Trendy T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3939.jpg
3940,Women,Apparel,Topwear,Tshirts,Pink,Jealous 21 Women's Pink Black Print T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3940.jpg
3941,Women,Apparel,Topwear,Tshirts,Green,Jealous 21 Green Bee Mine T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3941.jpg
3942,Women,Apparel,Topwear,Tshirts,Purple,Jealous 21 Women's Purple T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3942.jpg
3943,Women,Apparel,Topwear,Tshirts,Maroon,Jealous 21 Women's Maroon T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3943.jpg
3944,Women,Apparel,Topwear,Tshirts,White,Jealous 21 Women's White Happy Preetiest T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3944.jpg
3945,Women,Apparel,Topwear,Tshirts,White,Jealous 21 Women's White Little Mousie T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3945.jpg
3946,Women,Apparel,Topwear,Tshirts,White,Jealous 21 Women's White XOXO T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3946.jpg
3947,Women,Apparel,Topwear,Tshirts,White,Jealous 21 Women's White XOXO Trendy T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3947.jpg
3948,Women,Apparel,Topwear,Tops,White,Jealous 21 Women White Flower Black Stripe Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3948.jpg
3949,Women,Apparel,Topwear,Tops,White,Jealous 21 Women White Flower Top Purple Stripes Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3949.jpg
3950,Women,Apparel,Topwear,Tops,Navy Blue,Jealous 21 Women Navy Black Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3950.jpg
3951,Women,Apparel,Topwear,Tops,Navy Blue,Jealous 21 Women Navy Top With Pink Flower Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3951.jpg
3952,Women,Apparel,Topwear,Tops,Purple,Jealous 21 Women Purple Top With Purple Flower Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3952.jpg
3953,Women,Apparel,Topwear,Tshirts,Red,Jealous 21 Women's Red Peace T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3953.jpg
3954,Women,Apparel,Topwear,Tshirts,Pink,Jealous 21 Women's Pink T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3954.jpg
3955,Women,Apparel,Topwear,Tops,Red,Jealous 21 Women Printed Red Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3955.jpg
3956,Women,Apparel,Topwear,Tops,Pink,Jealous 21 Women Pink Clever Disguise Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3956.jpg
3957,Women,Apparel,Topwear,Tops,Yellow,Jealous 21 Women Yellow Love Being Adored Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3957.jpg
3958,Women,Apparel,Topwear,Tops,Green,Jealous 21 Women Green Trendy Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3958.jpg
3959,Women,Apparel,Topwear,Tops,Black,Jealous 21 Women Black Tube Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3959.jpg
3960,Women,Apparel,Topwear,Tops,Purple,Jealous 21 Women Purple Tube Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3960.jpg
3961,Women,Apparel,Topwear,Tshirts,Black,Jealous 21 Women Black Shimmery Halter Neck Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3961.jpg
3962,Women,Apparel,Topwear,Tops,Black,Jealous 21 Women Black Shimmery Falling Neck Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3962.jpg
3963,Women,Apparel,Topwear,Tops,Black,Jealous 21 Women Black V Neck Party Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3963.jpg
3964,Women,Apparel,Topwear,Tops,Blue,Jealous 21 Women Blue V Neck Party Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3964.jpg
3965,Women,Apparel,Topwear,Tops,White,Jealous 21 Women White Sleeveless Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3965.jpg
3966,Women,Apparel,Topwear,Tops,Red,Jealous 21 Women Red Black Long Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3966.jpg
3967,Women,Apparel,Topwear,Tops,Pink,Jealous 21 Women Pink & Beige Long Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3967.jpg
3968,Women,Apparel,Topwear,Tops,White,Jealous 21 Women Pink Flowery Halter Neck Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3968.jpg
3969,Women,Apparel,Topwear,Tops,Black,Jealous 21 Women Black V Neck With Sequins Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3969.jpg
3970,Women,Apparel,Topwear,Tops,Black,Jealous 21 Women Black Top With Sequins Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3970.jpg
3971,Women,Apparel,Topwear,Tops,Purple,Jealous 21 Women Purple Basic Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3971.jpg
3972,Women,Apparel,Topwear,Tops,Black,Jealous 21 Women Black Basic Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3972.jpg
3973,Women,Apparel,Topwear,Tops,Green,Jealous 21 Women Green Tunic With Mirror Print Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3973.jpg
3974,Women,Apparel,Topwear,Tops,Blue,Jealous 21 Women Blue Tunic With Butterfly Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3974.jpg
3975,Women,Apparel,Topwear,Tops,Red,Jealous 21 Women Red Tunic With Mirror Print Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3975.jpg
3976,Women,Apparel,Topwear,Tops,Cream,Jealous 21 Women Cream Tunic With Mirror Print Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3976.jpg
3977,Women,Apparel,Topwear,Tops,Green,Jealous 21 Women Green Tunic Mirror Print Top,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3977.jpg
3978,Men,Apparel,Topwear,Tshirts,Maroon,Mr.Men Men's Busy Doing Nothing Maroon T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3978.jpg
3979,Men,Apparel,Topwear,Tshirts,Blue,Mr.Men Men's Funny Nature Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3979.jpg
3980,Men,Apparel,Topwear,Tshirts,Red,Mr.Men Men's Always On The Move Red T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3980.jpg
3981,Men,Apparel,Topwear,Tshirts,Green,Mr.Men Men's Always On The Move Green T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3981.jpg
3982,Men,Apparel,Topwear,Tshirts,Grey,Mr.Men Men's Wassup Grey T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3982.jpg
3983,Men,Apparel,Topwear,Tshirts,White,Mr.Men Men's Wassup White T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3983.jpg
3984,Men,Apparel,Topwear,Tshirts,Blue,Mr.Men Men's Must Sleep Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3984.jpg
3985,Men,Apparel,Topwear,Tshirts,Blue,Mr.Men Men's Strong Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3985.jpg
3986,Men,Apparel,Topwear,Tshirts,Yellow,Mr.Men Men's Strong Lemon Yellow T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3986.jpg
3987,Men,Apparel,Topwear,Tshirts,Grey,Mr.Men Men's Mischief Maker Grey T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3987.jpg
3988,Men,Apparel,Topwear,Tshirts,Blue,Mr.Men Men's Mischief Maker Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3988.jpg
3989,Men,Apparel,Topwear,Tshirts,Maroon,Mr.Men Men's Surfer Chilly Pepper Maroon T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3989.jpg
3990,Men,Apparel,Topwear,Tshirts,Blue,Mr.Men Men's Surfer Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3990.jpg
3991,Men,Apparel,Topwear,Tshirts,White,Mr.Men Men's Wave Rider White T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3991.jpg
3992,Men,Apparel,Topwear,Tshirts,Black,Mr.Men Men's Funny Black T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3992.jpg
3993,Men,Accessories,Belts,Tshirts,Pink,Mr.Men Men's Funny Coral Pink T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3993.jpg
3994,Men,Apparel,Topwear,Tshirts,Green,Mr.Men Men's Thats Funny Green T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3994.jpg
3995,Men,Apparel,Topwear,Tshirts,Blue,Mr.Men Men's Thats Funny Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3995.jpg
3996,Men,Footwear,Flip Flops,Flip Flops,Black,Spalding Men Black Flip Flops,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3996.jpg
3997,Men,Footwear,Flip Flops,Flip Flops,Grey,Spalding Men Grey & Orange Flip Flops,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3997.jpg
3998,Men,Footwear,Flip Flops,Flip Flops,Black,Spalding Men's Black and White Graphic Flip Flop,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/3998.jpg
4000,Men,Footwear,Flip Flops,Flip Flops,Red,Spalding Men Red Flip Flops,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4000.jpg
4001,Men,Footwear,Flip Flops,Flip Flops,Black,Spalding Men's Black Graphic Flip Flop,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4001.jpg
4002,Men,Footwear,Flip Flops,Flip Flops,Yellow,Spalding Men's Yellow And Black With Graphic Flip Flop,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4002.jpg
4003,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Spalding Men's Navy With Yellow Flip Flop,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4003.jpg
4004,Men,Footwear,Flip Flops,Flip Flops,Red,Spalding Men's Red White With Ego Graphic Flip Flop,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4004.jpg
4005,Men,Footwear,Flip Flops,Flip Flops,Yellow,Spalding Men's Yellow And Green With Graphic Flip Flop,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4005.jpg
4006,Men,Footwear,Flip Flops,Flip Flops,Black,Spalding Men's Black Yellow With Graphic Flip Flop,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4006.jpg
4007,Unisex,Sporting Goods,Sports Equipment,Basketballs,Orange,Spalding Unisex Nash Orange Basketball,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4007.jpg
4008,Unisex,Sporting Goods,Sports Equipment,Basketballs,Yellow,Spalding Unisex Ochre Yellow Basketball,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4008.jpg
4009,Unisex,Sporting Goods,Sports Equipment,Basketballs,Blue,Spalding Blue Basketball,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4009.jpg
4010,Unisex,Sporting Goods,Sports Equipment,Basketballs,Brown,Spalding 150 SZ Brown Basketball,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4010.jpg
4011,Unisex,Sporting Goods,Sports Equipment,Basketballs,Grey,Spalding Buror Grey Basketball,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4011.jpg
4012,Unisex,Sporting Goods,Sports Equipment,Basketballs,Black,Spalding 508z Black Basketball,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4012.jpg
4013,Unisex,Sporting Goods,Sports Equipment,Basketballs,Brown,Spalding  177z NBA School Brown Basketball,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4013.jpg
4014,Men,Apparel,Topwear,Tshirts,Black,Myntra Men's Sadhu 1/2 Sleeve Black T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4014.jpg
4015,Men,Apparel,Topwear,Tshirts,Black,Myntra Men's I don't Have Enough Black T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4015.jpg
4016,Men,Footwear,Shoes,Casual Shoes,Maroon,ADIDAS Men's Kestrel Bargundy White Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4016.jpg
4017,Men,Footwear,Shoes,Casual Shoes,Black,ADIDAS Men's Durante Black White Red Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/4017.jpg
